Breach Submission Date,Country,Covered Entity Type,Individuals Affected,Breach Type,Breache location (Asset),Year
07/30/2014,US,Healthcare Provider,522,Theft,Paper/Films,2014
07/30/2014,US,Healthcare Provider,982,Theft,Laptop,2014
07/29/2014,US,Healthcare Provider,13877,Other,Email,2014
07/28/2014,US,Business Associate,4000,Unauthorized Access/Disclosure,Network Server,2014
07/25/2014,US,Healthcare Provider,3529,Improper Disposal,Other,2014
07/25/2014,US,Healthcare Provider,38906,Theft,Laptop,2014
07/23/2014,US,,3334,Unauthorized Access/Disclosure,Network Server,2014
07/23/2014,US,Business Associate,680,Unauthorized Access/Disclosure,Network Server,2014
07/18/2014,US,Health Plan,7911,Unauthorized Access/Disclosure,Other Portable Electronic Device,2014
07/17/2014,US,Health Plan,500,Unauthorized Access/Disclosure,Paper/Films,2014
07/16/2014,US,Healthcare Provider,2780,Theft,Desktop Computer,2014
07/16/2014,US,Healthcare Provider,661,Theft,Paper/Films,2014
07/15/2014,US,Healthcare Provider,620,Loss,Paper/Films,2014
07/12/2014,US,Healthcare Provider,12000,Theft,Network Server,2014
07/11/2014,US,Business Associate,50918,Other,Network Server,2014
07/09/2014,US,Business Associate,63325,Unauthorized Access/Disclosure,Paper/Films,2014
07/08/2014,US,Healthcare Provider,6000,Theft,Laptop,2014
07/08/2014,US,Business Associate,2589,Theft,Paper/Films,2014
07/07/2014,US,Health Plan,1062509,Hacking/IT Incident,Network Server,2014
07/07/2014,US,Health Plan,1100,Hacking/IT Incident,Desktop Computer,2014
07/04/2014,US,Healthcare Provider,592,Unauthorized Access/Disclosure,Paper/Films,2014
06/27/2014,US,Healthcare Provider,42713,Theft,Laptop,2014
06/26/2014,US,Healthcare Provider,1200,Theft,Electronic Medical Record,2014
06/25/2014,US,Healthcare Provider,6307,Unauthorized Access/Disclosure,Email,2014
06/24/2014,US,Healthcare Provider,14121,Unauthorized Access/Disclosure,Email,2014
06/24/2014,US,Healthcare Provider,563,Theft,Laptop,2014
06/24/2014,US,Healthcare Provider,2000,Theft,Electronic Medical Record,2014
06/23/2014,US,Healthcare Provider,750,Theft,Laptop,2014
06/20/2014,US,Healthcare Provider,5471,Theft,Desktop Computer,2014
06/20/2014,US,Healthcare Provider,872,Theft,Laptop,2014
06/20/2014,US,Healthcare Provider,97000,Hacking/IT Incident,Other Portable Electronic Device,2014
06/19/2014,US,Healthcare Provider,11000,Hacking/IT Incident,Other,2014
06/19/2014,US,Health Plan,620,Unauthorized Access/Disclosure,Other,2014
06/16/2014,US,Health Plan,2289,Unauthorized Access/Disclosure,Email,2014
06/13/2014,US,Healthcare Provider,2874,Unauthorized Access/Disclosure,Electronic Medical Record,2014
06/13/2014,US,Healthcare Provider,33702,Theft,Other Portable Electronic Device,2014
06/12/2014,US,Business Associate,1831,Hacking/IT Incident,Other,2014
06/11/2014,US,Business Associate,9255,Theft,Other,2014
06/09/2014,US,Healthcare Provider,1175,Unauthorized Access/Disclosure,Email,2014
06/06/2014,US,Healthcare Provider,540,Theft,Paper/Films,2014
06/06/2014,US,Healthcare Provider,1801,Unauthorized Access/Disclosure,Email,2014
06/06/2014,US,Healthcare Provider,5845,Theft,Desktop Computer,2014
06/05/2014,US,Healthcare Provider,1304,Unauthorized Access/Disclosure,Email,2014
06/05/2014,US,Healthcare Provider,9640,Unauthorized Access/Disclosure,Email,2014
05/30/2014,US,Business Associate,3814,Theft,Laptop,2014
05/29/2014,US,Health Plan,56853,Unauthorized Access/Disclosure,Paper/Films,2014
05/23/2014,US,Healthcare Provider,26162,Unauthorized Access/Disclosure,Desktop Computer,2014
05/23/2014,US,Health Plan,2962,Theft,Other Portable Electronic Device,2014
05/22/2014,US,Business Associate,342197,Theft,Laptop,2014
05/21/2014,US,Healthcare Provider,1208,Theft,Desktop Computer,2014
05/19/2014,US,Business Associate,502,Unauthorized Access/Disclosure,Email,2014
05/19/2014,US,Healthcare Provider,17914,Unauthorized Access/Disclosure,Other,2014
05/18/2014,US,Health Plan,11531,Unauthorized Access/Disclosure,Paper/Films,2014
05/10/2014,US,Healthcare Provider,1000,Theft,Laptop,2014
05/10/2014,US,Business Associate,4744,Unauthorized Access/Disclosure,Paper/Films,2014
05/09/2014,US,Healthcare Provider,2828,Theft,Paper/Films,2014
05/06/2014,US,Business Associate,1008,Other,Email,2014
05/06/2014,US,Healthcare Provider,500,Improper Disposal,Network Server,2014
05/05/2014,US,Healthcare Provider,2387,Unauthorized Access/Disclosure,Paper/Films,2014
04/30/2014,US,Business Associate,5696,Theft,Paper/Films,2014
04/29/2014,US,,15265,Unauthorized Access/Disclosure,Network Server,2014
04/29/2014,US,Healthcare Provider,1845,Loss,Paper/Films,2014
04/25/2014,US,Healthcare Provider,629,Theft,Paper/Films,2014
04/25/2014,US,Health Plan,862,Unauthorized Access/Disclosure,Paper/Films,2014
04/25/2014,US,Business Associate,1361,Hacking/IT Incident,Network Server,2014
04/25/2014,US,Healthcare Provider,2742,Hacking/IT Incident,Email,2014
04/25/2014,US,Healthcare Provider,1981,Hacking/IT Incident,Email,2014
04/25/2014,US,Healthcare Provider,2308,Hacking/IT Incident,Email,2014
04/25/2014,US,Healthcare Provider,1253,Hacking/IT Incident,Email,2014
04/24/2014,US,Health Plan,9800,Hacking/IT Incident,Network Server,2014
04/24/2014,US,Health Plan,4830,Unauthorized Access/Disclosure,Email,2014
04/24/2014,US,Business Associate,2200,Unauthorized Access/Disclosure,Paper/Films,2014
04/24/2014,US,Health Plan,8830,Theft,Other,2014
04/23/2014,US,Healthcare Provider,2365,Theft,Laptop,2014
04/22/2014,US,Healthcare Provider,12286,Hacking/IT Incident,Email,2014
04/18/2014,US,Healthcare Provider,6900,Theft,Other Portable Electronic Device,2014
04/18/2014,US,Business Associate,1400,Unauthorized Access/Disclosure,Paper/Films,2014
04/18/2014,US,Healthcare Provider,617,Loss,Paper/Films,2014
04/17/2014,US,Business Associate,2523,Theft,Paper/Films,2014
04/17/2014,US,Business Associate,10766,Hacking/IT Incident,Network Server,2014
04/16/2014,US,Healthcare Provider,3750,Theft,Other,2014
04/15/2014,US,Business Associate,46473,Theft,Other Portable Electronic Device,2014
04/15/2014,US,Business Associate,7911,Theft,Other Portable Electronic Device,2014
04/15/2014,US,Health Plan,5000,Unauthorized Access/Disclosure,Other,2014
04/14/2014,US,Healthcare Provider,793,Loss,Other Portable Electronic Device,2014
04/14/2014,US,Healthcare Provider,1144,Unauthorized Access/Disclosure,Paper/Films,2014
04/11/2014,US,Health Plan,2546,Unauthorized Access/Disclosure,Other,2014
04/10/2014,US,Business Associate,75026,Theft,Paper/Films,2014
04/09/2014,US,Business Associate,527,Loss,Paper/Films,2014
04/09/2014,US,Healthcare Provider,979,Loss,Paper/Films,2014
04/09/2014,US,Health Plan,580,Unauthorized Access/Disclosure,Paper/Films,2014
04/04/2014,US,Healthcare Provider,836,Other,Paper/Films,2014
04/03/2014,US,Healthcare Provider,2595,Theft,Other Portable Electronic Device,2014
04/03/2014,US,Health Plan,17776,Theft,Other,2014
04/02/2014,US,Health Plan,5795,Theft,Other,2014
04/01/2014,US,Health Plan,214000,Unauthorized Access/Disclosure,Laptop,2014
03/31/2014,US,Healthcare Provider,1256,Hacking/IT Incident,Email,2014
03/31/2014,US,Business Associate,580,Unauthorized Access/Disclosure,Paper/Films,2014
03/31/2014,US,Business Associate,1000,Unauthorized Access/Disclosure,Other,2014
03/29/2014,US,Healthcare Provider,643,Unauthorized Access/Disclosure,Email,2014
03/28/2014,US,Healthcare Provider,5499,Theft,Other Portable Electronic Device,2014
03/28/2014,US,Healthcare Provider,8300,Other,Email,2014
03/28/2014,US,Healthcare Provider,2992,Other,Email,2014
03/27/2014,US,Healthcare Provider,657,Unauthorized Access/Disclosure,Email,2014
03/27/2014,US,Healthcare Provider,5534,Loss,Other Portable Electronic Device,2014
03/25/2014,US,Healthcare Provider,1000,Theft,Other Portable Electronic Device,2014
03/24/2014,US,Healthcare Provider,586,Loss,Other Portable Electronic Device,2014
03/24/2014,US,Healthcare Provider,543,Loss,Paper/Films,2014
03/24/2014,US,Business Associate,1079,Theft,Laptop,2014
03/21/2014,US,Business Associate,55900,Theft,Desktop Computer,2014
03/21/2014,US,Business Associate,715,Loss,Laptop,2014
03/21/2014,US,Business Associate,1699,Loss,Laptop,2014
03/21/2014,US,Business Associate,796,Loss,Laptop,2014
03/21/2014,US,Health Plan,27839,Unauthorized Access/Disclosure,Laptop,2014
03/20/2014,US,Healthcare Provider,1000,Other,Electronic Medical Record,2014
03/18/2014,US,Business Associate,1746,Unauthorized Access/Disclosure,Network Server,2014
03/17/2014,US,Business Associate,2260,Improper Disposal,Other Portable Electronic Device,2014
03/16/2014,US,Healthcare Provider,1706,Theft,Laptop,2014
03/14/2014,US,Healthcare Provider,5415,Hacking/IT Incident,Laptop,2014
03/14/2014,US,Healthcare Provider,5000,Other,Other,2014
03/13/2014,US,Healthcare Provider,5000,Theft,Other,2014
03/13/2014,US,Healthcare Provider,1087,Theft,Paper/Films,2014
03/12/2014,US,Healthcare Provider,9861,Theft,Desktop Computer,2014
03/12/2014,US,Healthcare Provider,7800,Theft,Email,2014
03/10/2014,US,Health Plan,2042,Other,Other Portable Electronic Device,2014
03/10/2014,US,Business Associate,1179,Hacking/IT Incident,Network Server,2014
03/07/2014,US,Business Associate,1145,Hacking/IT Incident,Network Server,2014
03/05/2014,US,Healthcare Provider,55207,Other,Other,2014
03/05/2014,US,Business Associate,3300,Hacking/IT Incident,Network Server,2014
03/04/2014,US,Healthcare Provider,3534,Improper Disposal,Paper/Films,2014
02/28/2014,US,Business Associate,600,Other,Other,2014
02/27/2014,US,Healthcare Provider,7500,Theft,Desktop Computer,2014
02/26/2014,US,Healthcare Provider,548,Loss,Laptop,2014
02/26/2014,US,Healthcare Provider,504,Other,Electronic Medical Record,2014
02/26/2014,US,,8845,Unauthorized Access/Disclosure,Other,2014
02/26/2014,US,Healthcare Provider,3458,Theft,Laptop,2014
02/25/2014,US,Business Associate,1511,Unauthorized Access/Disclosure,Network Server,2014
02/25/2014,US,Healthcare Provider,1100,Unauthorized Access/Disclosure,Other Portable Electronic Device,2014
02/21/2014,US,Healthcare Provider,1411,Theft,Desktop Computer,2014
02/21/2014,US,Business Associate,4786,Unauthorized Access/Disclosure,Network Server,2014
02/21/2014,US,Business Associate,520,Unauthorized Access/Disclosure,Network Server,2014
02/21/2014,US,Business Associate,10024,Unauthorized Access/Disclosure,Network Server,2014
02/18/2014,US,Healthcare Provider,1142,Theft,Laptop,2014
02/14/2014,US,Healthcare Provider,2269,Hacking/IT Incident,Email,2014
02/14/2014,US,Health Plan,1139,Theft,Other,2014
02/13/2014,US,Healthcare Provider,593,Unauthorized Access/Disclosure,Network Server,2014
02/12/2014,US,Healthcare Provider,13074,Loss,Paper/Films,2014
02/12/2014,US,Healthcare Provider,6475,Other,Laptop,2014
02/11/2014,US,Health Plan,3104,Other,Paper/Films,2014
02/10/2014,US,Healthcare Provider,16446,Theft,Other,2014
02/07/2014,US,Healthcare Provider,841,Theft,Laptop,2014
02/07/2014,US,Healthcare Provider,3026,Theft,Laptop,2014
02/05/2014,US,Healthcare Provider,4676,Theft,Other Portable Electronic Device,2014
02/05/2014,US,Healthcare Provider,405000,Hacking/IT Incident,Network Server,2014
01/31/2014,US,Healthcare Provider,1883,Other,Laptop,2014
01/31/2014,US,Healthcare Provider,836,Loss,Paper/Films,2014
01/31/2014,US,Healthcare Provider,3598,Loss,Other Portable Electronic Device,2014
01/30/2014,US,Business Associate,41437,Loss,Other Portable Electronic Device,2014
01/27/2014,US,Business Associate,1420,Unauthorized Access/Disclosure,Paper/Films,2014
01/24/2014,US,Business Associate,1085,Other,Other,2014
01/24/2014,US,Business Associate,8000,Theft,Network Server,2014
01/24/2014,US,Health Plan,398000,Theft,Network Server,2014
01/24/2014,US,Business Associate,611,Theft,Laptop,2014
01/23/2014,US,Healthcare Provider,3101,Loss,Paper/Films,2014
01/22/2014,US,Healthcare Provider,2172,Theft,Other Portable Electronic Device,2014
01/21/2014,US,Healthcare Provider,937,Theft,Paper/Films,2014
01/21/2014,US,Healthcare Provider,1700,Unauthorized Access/Disclosure,Other Portable Electronic Device,2014
01/16/2014,US,Healthcare Provider,5370,Theft,Network Server,2014
01/16/2014,US,Healthcare Provider,3861,Theft,Electronic Medical Record,2014
01/16/2014,US,Healthcare Provider,858,Theft,Paper/Films,2014
01/16/2014,US,Healthcare Provider,520,Unauthorized Access/Disclosure,Network Server,2014
01/15/2014,US,Healthcare Provider,9602,Theft,Laptop,2014
01/15/2014,US,Healthcare Provider,1489,Hacking/IT Incident,Network Server,2014
01/13/2014,US,Health Plan,4230,Theft,Network Server,2014
01/13/2014,US,Healthcare Provider,953,Unknown,Other,2014
01/13/2014,US,Healthcare Provider,694,Loss,Paper/Films,2014
01/13/2014,US,Healthcare Provider,919,Unauthorized Access/Disclosure,Electronic Medical Record,2014
01/11/2014,US,Healthcare Provider,22511,Other,Email,2014
01/10/2014,US,Business Associate,25513,Theft,Paper/Films,2014
01/10/2014,US,Healthcare Provider,1489,Hacking/IT Incident,Network Server,2014
01/08/2014,US,Business Associate,2500,Theft,Laptop,2014
01/07/2014,US,Healthcare Provider,12937,Theft,Paper/Films,2014
01/07/2014,US,Healthcare Provider,48752,Unauthorized Access/Disclosure,Other,2014
01/06/2014,US,Health Plan,48752,Unauthorized Access/Disclosure,Other,2014
01/06/2014,US,Business Associate,3000,Other,Paper/Films,2014
01/03/2014,US,Healthcare Provider,2500,Theft,Laptop,2014
01/03/2014,US,Healthcare Provider,6989,Loss,Desktop Computer,2014
01/03/2014,US,Business Associate,839711,Theft,Laptop,2014
01/02/2014,US,Business Associate,1918,Unauthorized Access/Disclosure,Email,2014
01/02/2014,US,Healthcare Provider,1341,Theft,Paper/Films,2014
12/31/2013,US,Healthcare Provider,12354,Theft,Laptop,2013
12/31/2013,US,Healthcare Provider,9017,Hacking/IT Incident,Network Server,2013
12/23/2013,US,Healthcare Provider,2354,Unauthorized Access/Disclosure,Desktop Computer,2013
12/23/2013,US,Healthcare Provider,1683,Other,Paper/Films,2013
12/23/2013,US,Healthcare Provider,832,Unauthorized Access/Disclosure,Email,2013
12/23/2013,US,Healthcare Provider,1400,Theft,Desktop Computer,2013
12/21/2013,US,Health Plan,2826,Other,Paper/Films,2013
12/20/2013,US,Business Associate,1674,Loss,Paper/Films,2013
12/19/2013,US,Business Associate,2777,Theft,Laptop,2013
12/19/2013,US,Health Plan,11935,Hacking/IT Incident,Network Server,2013
12/18/2013,US,Business Associate,3432,Theft,Laptop,2013
12/18/2013,US,Healthcare Provider,1519,Unauthorized Access/Disclosure,Email,2013
12/17/2013,US,Healthcare Provider,1900,Unauthorized Access/Disclosure,Email,2013
12/16/2013,US,Health Plan,11935,Unauthorized Access/Disclosure,Network Server,2013
12/16/2013,US,Business Associate,1499,Unauthorized Access/Disclosure,Network Server,2013
12/11/2013,US,Healthcare Provider,3857,Unauthorized Access/Disclosure,Email,2013
12/10/2013,US,Healthcare Provider,59000,Hacking/IT Incident,Network Server,2013
12/10/2013,US,Healthcare Provider,535,Theft,Other Portable Electronic Device,2013
12/10/2013,US,Healthcare Provider,4879,Loss,Laptop,2013
12/09/2013,US,Healthcare Provider,4400,Unauthorized Access/Disclosure,Desktop Computer,2013
12/06/2013,US,Healthcare Provider,44000,Unauthorized Access/Disclosure,Other,2013
12/06/2013,US,Healthcare Provider,17350,Other,Paper/Films,2013
12/06/2013,US,Healthcare Provider,4500,Theft,Laptop,2013
12/06/2013,US,Healthcare Provider,5000,Hacking/IT Incident,Desktop Computer,2013
12/06/2013,US,Healthcare Provider,1891,Loss,Laptop,2013
12/06/2013,US,Business Associate,1573,Theft,Email,2013
12/06/2013,US,Health Plan,643,Unauthorized Access/Disclosure,Paper/Films,2013
12/04/2013,US,Healthcare Provider,1000,Unauthorized Access/Disclosure,Paper/Films,2013
11/29/2013,US,Healthcare Provider,2080,Unauthorized Access/Disclosure,Network Server,2013
11/27/2013,US,Healthcare Provider,76183,Hacking/IT Incident,Desktop Computer,2013
11/27/2013,US,Healthcare Provider,1279,Unauthorized Access/Disclosure,Electronic Medical Record,2013
11/26/2013,US,Healthcare Provider,950,Theft,Laptop,2013
11/26/2013,US,Healthcare Provider,1500,Theft,Desktop Computer,2013
11/26/2013,US,Health Plan,2826,Unauthorized Access/Disclosure,Other,2013
11/22/2013,US,Healthcare Provider,49000,Loss,Other Portable Electronic Device,2013
11/22/2013,US,Health Plan,9825,Loss,Other Portable Electronic Device,2013
11/22/2013,US,Healthcare Provider,8294,Theft,Paper/Films,2013
11/19/2013,US,Healthcare Provider,1039,Loss,Other Portable Electronic Device,2013
11/18/2013,US,Healthcare Provider,9328,Theft,Other Portable Electronic Device,2013
11/15/2013,US,Healthcare Provider,1300,Theft,Laptop,2013
11/14/2013,US,Business Associate,4837,Theft,Laptop,2013
11/14/2013,US,Business Associate,3804,Theft,Laptop,2013
11/13/2013,US,Healthcare Provider,2279,Loss,Other Portable Electronic Device,2013
11/13/2013,US,Business Associate,1456,Theft,Other,2013
11/12/2013,US,Healthcare Provider,7606,Theft,Email,2013
11/12/2013,US,Healthcare Provider,2000,Theft,Paper/Films,2013
11/08/2013,US,Healthcare Provider,7300,Unauthorized Access/Disclosure,Other,2013
11/08/2013,US,Business Associate,13336,Unauthorized Access/Disclosure,Paper/Films,2013
11/08/2013,US,Healthcare Provider,1315,Unauthorized Access/Disclosure,Other,2013
11/07/2013,US,Health Plan,687,Unauthorized Access/Disclosure,Paper/Films,2013
11/05/2013,US,Healthcare Provider,11500,Theft,Laptop,2013
11/05/2013,US,Healthcare Provider,1100,Theft,Laptop,2013
11/04/2013,US,Healthcare Provider,3807,Unauthorized Access/Disclosure,Electronic Medical Record,2013
11/02/2013,US,Healthcare Provider,651,Theft,Electronic Medical Record,2013
11/01/2013,US,Healthcare Provider,1167,Loss,Other Portable Electronic Device,2013
11/01/2013,US,Health Plan,6284,Other,Paper/Films,2013
11/01/2013,US,Healthcare Provider,3500,Theft,Laptop,2013
11/01/2013,US,Healthcare Provider,2237,Theft,Laptop,2013
10/31/2013,US,Healthcare Clearing House,2300,Unauthorized Access/Disclosure,Network Server,2013
10/29/2013,US,Healthcare Provider,10680,Unauthorized Access/Disclosure,Laptop,2013
10/29/2013,US,Business Associate,603,Improper Disposal,Paper/Films,2013
10/28/2013,US,Healthcare Provider,5840,Theft,Desktop Computer,2013
10/25/2013,US,Healthcare Provider,729000,Theft,Laptop,2013
10/25/2013,US,Healthcare Provider,631,Theft,Laptop,2013
10/25/2013,US,Healthcare Provider,3833,Theft,Laptop,2013
10/25/2013,US,Business Associate,37000,Unauthorized Access/Disclosure,Network Server,2013
10/25/2013,US,Business Associate,10930,Unauthorized Access/Disclosure,Network Server,2013
10/23/2013,US,Healthcare Provider,5500,Theft,Laptop,2013
10/23/2013,US,Healthcare Provider,3947,Hacking/IT Incident,Network Server,2013
10/22/2013,US,Healthcare Provider,949,Theft,Desktop Computer,2013
10/21/2013,US,Healthcare Provider,610,Loss,Other Portable Electronic Device,2013
10/17/2013,US,Healthcare Provider,960,Unauthorized Access/Disclosure,Desktop Computer,2013
10/16/2013,US,Healthcare Provider,1556,Unauthorized Access/Disclosure,Email,2013
10/15/2013,US,Healthcare Provider,550,Theft,Laptop,2013
10/14/2013,US,Healthcare Provider,1067,Unauthorized Access/Disclosure,Email,2013
10/14/2013,US,Healthcare Provider,606,Improper Disposal,Paper/Films,2013
10/14/2013,US,Healthcare Provider,566,Theft,Laptop,2013
10/09/2013,US,Business Associate,7120,Hacking/IT Incident,Network Server,2013
10/07/2013,US,Health Plan,3100,Hacking/IT Incident,Email,2013
10/04/2013,US,Business Associate,4330,Unauthorized Access/Disclosure,Paper/Films,2013
10/04/2013,US,Healthcare Provider,1586,Improper Disposal,Paper/Films,2013
10/04/2013,US,Healthcare Provider,1310,Hacking/IT Incident,Email,2013
10/04/2013,US,Healthcare Provider,2810,Theft,Laptop,2013
10/03/2013,US,Healthcare Provider,1015,Other,Paper/Films,2013
10/03/2013,US,Healthcare Provider,2350,Theft,Paper/Films,2013
10/03/2013,US,Healthcare Provider,3553,Theft,Paper/Films,2013
10/02/2013,US,Health Plan,5232,Theft,Email,2013
10/02/2013,US,Healthcare Provider,1825,Unauthorized Access/Disclosure,Electronic Medical Record,2013
10/01/2013,US,Healthcare Provider,2500,Theft,Laptop,2013
09/30/2013,US,Healthcare Provider,6932,Theft,Laptop,2013
09/30/2013,US,Healthcare Provider,517,Theft,Network Server,2013
09/28/2013,US,Healthcare Provider,3512,Theft,Laptop,2013
09/27/2013,US,Healthcare Provider,579,Theft,Laptop,2013
09/27/2013,US,Healthcare Provider,1360,Theft,Laptop,2013
09/26/2013,US,Healthcare Provider,10228,Theft,Email,2013
09/24/2013,US,Healthcare Provider,9900,Theft,Network Server,2013
09/20/2013,US,Business Associate,25461,Unauthorized Access/Disclosure,Paper/Films,2013
09/20/2013,US,Healthcare Provider,1009,Unauthorized Access/Disclosure,Electronic Medical Record,2013
09/16/2013,US,Healthcare Provider,915,Unknown,Other,2013
09/16/2013,US,Healthcare Provider,8000,Theft,Network Server,2013
09/13/2013,US,Business Associate,998,Hacking/IT Incident,Network Server,2013
09/13/2013,US,Business Associate,2029,Hacking/IT Incident,Network Server,2013
09/13/2013,US,Healthcare Clearing House,4204,Improper Disposal,Other,2013
09/13/2013,US,Healthcare Provider,4268,Loss,Other,2013
09/12/2013,US,Healthcare Provider,915,Theft,Other Portable Electronic Device,2013
09/11/2013,US,Business Associate,5000,Theft,Network Server,2013
09/06/2013,US,Business Associate,1290,Hacking/IT Incident,Other,2013
09/06/2013,US,Healthcare Provider,2182,Theft,Laptop,2013
09/03/2013,US,Health Plan,647,Unauthorized Access/Disclosure,Electronic Medical Record,2013
09/03/2013,US,Healthcare Provider,10000,Theft,Network Server,2013
09/03/2013,US,Healthcare Provider,1500,Theft,Laptop,2013
09/03/2013,US,Health Plan,,Theft,Desktop Computer,2013
08/30/2013,US,Healthcare Provider,2600,Theft,Other Portable Electronic Device,2013
08/30/2013,US,Healthcare Provider,654,Unauthorized Access/Disclosure,Email,2013
08/30/2013,US,Business Associate,32000,Theft,Network Server,2013
08/28/2013,US,Healthcare Provider,596,Theft,Laptop,2013
08/27/2013,US,Healthcare Provider,921,Hacking/IT Incident,Desktop Computer,2013
08/23/2013,US,Healthcare Provider,4029530,Theft,Desktop Computer,2013
08/22/2013,US,Healthcare Provider,1471,Loss,Paper/Films,2013
08/21/2013,US,Health Plan,10000,Improper Disposal,Other,2013
08/19/2013,US,Healthcare Provider,3200,Loss,Other Portable Electronic Device,2013
08/16/2013,US,Healthcare Provider,1033,Other,Paper/Films,2013
08/15/2013,US,Healthcare Provider,5690,Unauthorized Access/Disclosure,Laptop,2013
08/13/2013,US,Business Associate,1357,Unauthorized Access/Disclosure,Paper/Films,2013
08/13/2013,US,Business Associate,5497,Theft,Other,2013
08/12/2013,US,Healthcare Provider,1396,Unauthorized Access/Disclosure,Electronic Medical Record,2013
08/12/2013,US,Healthcare Provider,2045,Theft,Desktop Computer,2013
08/08/2013,US,Business Associate,32151,Unauthorized Access/Disclosure,Network Server,2013
08/05/2013,US,Healthcare Provider,940,Unauthorized Access/Disclosure,Other Portable Electronic Device,2013
08/05/2013,US,Business Associate,1911,Theft,Laptop,2013
08/02/2013,US,Business Associate,1357,Unauthorized Access/Disclosure,Paper/Films,2013
08/02/2013,US,Healthcare Provider,1837,Theft,Laptop,2013
07/31/2013,US,Healthcare Provider,532,Unauthorized Access/Disclosure,Email,2013
07/30/2013,US,Healthcare Provider,1001,Unknown,Other,2013
07/28/2013,US,Healthcare Provider,1361,Unauthorized Access/Disclosure,Other,2013
07/25/2013,US,Healthcare Provider,1100,Unauthorized Access/Disclosure,Desktop Computer,2013
07/22/2013,US,Healthcare Provider,6994,Unauthorized Access/Disclosure,Desktop Computer,2013
07/20/2013,US,Healthcare Provider,2700,Loss,Other Portable Electronic Device,2013
07/19/2013,US,Healthcare Provider,710,Theft,Desktop Computer,2013
07/19/2013,US,Health Plan,948,Other,Paper/Films,2013
07/18/2013,US,Business Associate,800,Hacking/IT Incident,Network Server,2013
07/16/2013,US,Health Plan,21000,Unauthorized Access/Disclosure,Desktop Computer,2013
07/15/2013,US,Business Associate,4560,Unauthorized Access/Disclosure,Other,2013
07/15/2013,US,Business Associate,2700,Unauthorized Access/Disclosure,Desktop Computer,2013
07/15/2013,US,Healthcare Provider,3133,Hacking/IT Incident,Paper/Films,2013
07/11/2013,US,Healthcare Provider,2864,Unauthorized Access/Disclosure,Electronic Medical Record,2013
07/11/2013,US,Business Associate,277014,Improper Disposal,Other,2013
07/10/2013,US,Healthcare Provider,2764,Theft,Paper/Films,2013
07/10/2013,US,Healthcare Provider,2462,Theft,Laptop,2013
07/10/2013,US,Business Associate,4718,Loss,Paper/Films,2013
07/08/2013,US,Business Associate,3133,Other,Paper/Films,2013
07/05/2013,US,Healthcare Provider,4479,Unauthorized Access/Disclosure,Email,2013
07/05/2013,US,Healthcare Provider,609,Other,Email,2013
07/03/2013,US,Healthcare Provider,2203,Theft,Paper/Films,2013
07/03/2013,US,Healthcare Provider,900,Theft,Laptop,2013
07/02/2013,US,Health Plan,8331,Other,Paper/Films,2013
07/02/2013,US,Business Associate,4305,Theft,Paper/Films,2013
07/01/2013,US,Business Associate,187533,Other,Paper/Films,2013
06/28/2013,US,Business Associate,679,Theft,Laptop,2013
06/28/2013,US,Healthcare Provider,1955,Theft,Laptop,2013
06/26/2013,US,Healthcare Provider,2125,Loss,Other Portable Electronic Device,2013
06/26/2013,US,Healthcare Provider,7335,Loss,Other,2013
06/24/2013,US,Healthcare Provider,5200,Theft,Paper/Films,2013
06/17/2013,US,Healthcare Provider,9626,Theft,Paper/Films,2013
06/17/2013,US,Health Plan,1127,Improper Disposal,Email,2013
06/14/2013,US,Healthcare Provider,959,Unauthorized Access/Disclosure,Paper/Films,2013
06/14/2013,US,Healthcare Provider,1093,Theft,Paper/Films,2013
06/13/2013,US,Healthcare Provider,12900,Theft,Laptop,2013
06/11/2013,US,Healthcare Provider,877,Unauthorized Access/Disclosure,Desktop Computer,2013
06/05/2013,US,Healthcare Provider,1670,Hacking/IT Incident,Desktop Computer,2013
06/03/2013,US,Healthcare Provider,1167,Theft,Email,2013
05/30/2013,US,Healthcare Provider,5875,Theft,Electronic Medical Record,2013
05/29/2013,US,Healthcare Provider,5764,Theft,Electronic Medical Record,2013
05/24/2013,US,Healthcare Provider,1386,Other,Other,2013
05/24/2013,US,Healthcare Provider,2434,Theft,Laptop,2013
05/24/2013,US,Business Associate,3164,Theft,Laptop,2013
05/23/2013,US,Healthcare Provider,1900,Theft,Other,2013
05/21/2013,US,Healthcare Provider,2723,Hacking/IT Incident,Desktop Computer,2013
05/20/2013,US,Business Associate,5388,Improper Disposal,Other,2013
05/20/2013,US,Healthcare Provider,7803,Hacking/IT Incident,Network Server,2013
05/20/2013,US,Healthcare Provider,9577,Loss,Laptop,2013
05/14/2013,US,Healthcare Provider,10000,Unauthorized Access/Disclosure,Email,2013
05/13/2013,US,Healthcare Provider,10350,Theft,Laptop,2013
05/10/2013,US,Business Associate,1924,Hacking/IT Incident,Network Server,2013
05/08/2013,US,Business Associate,539,Other,Desktop Computer,2013
05/08/2013,US,Business Associate,9988,Hacking/IT Incident,Network Server,2013
05/07/2013,US,Healthcare Provider,1180,Unauthorized Access/Disclosure,Email,2013
05/07/2013,US,Healthcare Provider,750,Improper Disposal,Paper/Films,2013
05/07/2013,US,Business Associate,189489,Improper Disposal,Paper/Films,2013
05/07/2013,US,Business Associate,22000,Theft,Other Portable Electronic Device,2013
