CVE-2022-1067,"Navigating to a specific URL with a patient ID number will result in the server generating a PDF of a lab report without authentication and rate limiting. Published:  April 11, 2022; 4:15:16 PM -0400",V3.1: 6.5 MEDIUM  V2.0: 4.0 MEDIUM
Vuln ID,Summary,CVSS Severity
CVE-2021-40375,"Apperta Foundation OpenEyes 3.5.1 allows remote attackers to view the sensitive information of patients without having the intended level of privilege. Despite OpenEyes returning a Forbidden error message, the contents of a patient's profile are still returned in the server response. This response can be read in an intercepting proxy or by viewing the page source. Sensitive information returned in responses includes patient PII and medication records or history. Published:  April 05, 2022; 10:15:08 PM -0400",V3.1: 6.5 MEDIUM  V2.0: 4.0 MEDIUM
CVE-2021-40374,"A stored cross-site scripting (XSS) vulnerability was identified in Apperta Foundation OpenEyes 3.5.1. Updating a patient's details allows remote attackers to inject arbitrary web script or HTML via the Address1 parameter. This JavaScript then executes when the patient profile is loaded, which could be used in a XSS attack. Published:  April 05, 2022; 10:15:08 PM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-42869,"A Cross Site Scripting (XSS) vulnerability exists in Chikista Patient Management Software 2.0.2 via the last_name parameter in the (1) patient/insert, (2) patient_report, (3) /appointment_report, (4) visit_report, and (5) /bill_detail_report pages. Published:  March 31, 2022; 2:15:08 PM -0400",V3.1: 4.8 MEDIUM  V2.0: 3.5 LOW
CVE-2021-42868,"A Cross Site Scripting (XSS) vulnerability exists in Chikista Patient Management Software 2.0.2 in the first_name parameter in (1) patient/insert, (2) patient_report, (3) appointment_report, (4) visit_report, and (5) bill_detail_report pages. . Published:  March 31, 2022; 2:15:08 PM -0400",V3.1: 4.8 MEDIUM  V2.0: 3.5 LOW
CVE-2022-1177,"Accounting User Can Download Patient Reports in openemr in GitHub repository openemr/openemr prior to 6.1.0. Published:  March 30, 2022; 7:15:07 AM -0400",V3.1: 4.3 MEDIUM  V2.0: 4.0 MEDIUM
CVE-2022-26244,"A stored cross-site scripting (XSS) vulnerability in Hospital Patient Record Management System v1.0 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the ""special"" field. Published:  March 29, 2022; 8:15:09 PM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-45852,"An issue was discovered in Projectworlds Hospital Management System v1.0. Unauthorized malicious attackers can add patients without restriction via add_patient.php. Published:  March 16, 2022; 6:15:08 AM -0400",V3.1: 5.3 MEDIUM  V2.0: 5.0 MEDIUM
CVE-2022-25004,"Hospital Patient Record Management System v1.0 was discovered to contain a SQL injection vulnerability via the id parameter in /admin/doctors/manage_doctor.php. Published:  February 24, 2022; 2:15:10 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-25003,"Hospital Patient Record Management System v1.0 was discovered to contain a SQL injection vulnerability via the id parameter in /admin/doctors/view_doctor.php. Published:  February 24, 2022; 2:15:10 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-24232,"A local file inclusion in Hospital Patient Record Management System v1.0 allows attackers to execute arbitrary code via a crafted PHP file. Published:  February 24, 2022; 2:15:10 PM -0500",V3.1: 7.8 HIGH  V2.0: 6.8 MEDIUM
CVE-2022-23612,"OpenMRS is a patient-based medical record system focusing on giving providers a free customizable electronic medical record system. Affected versions are subject to arbitrary file exfiltration due to failure to sanitize request when satisfying GET requests for `/images` & `/initfilter/scripts`. This can allow an attacker to access any file on a system running OpenMRS that is accessible to the user id OpenMRS is running under. Affected implementations should update to the latest patch version of OpenMRS Core for the minor version they use. These are: 2.1.5, 2.2.1, 2.3.5, 2.4.5 and 2.5.3. As a general rule, this vulnerability is already mitigated by Tomcat's URL normalization in Tomcat 7.0.28+. Users on older versions of Tomcat should consider upgrading their Tomcat instance as well as their OpenMRS instance. Published:  February 22, 2022; 6:15:11 PM -0500",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2022-22853,"A stored cross-site scripting (XSS) vulnerability in Hospital Patient Record Management System v1.0 allows attackers to execute arbitrary web scripts or HTML via a crafted payload inserted into the Name field. Published:  February 16, 2022; 1:15:07 PM -0500",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2022-22854,"An access control issue in hprms/admin/?page=user/list of Hospital Patient Record Management System v1.0 allows attackers to escalate privileges via accessing and editing the user list. Published:  February 14, 2022; 1:15:07 PM -0500",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-22852,"A Stored Cross Site Scripting (XSS) vulnerability exists in Sourcecodtester Hospital's Patient Records Management System 1.0 via the description parameter in room_list. Published:  January 26, 2022; 3:15:07 PM -0500",V3.1: 5.4 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2022-22850,"A Stored Cross Site Scripting (XSS) vulnerability exists in Sourcecodtester Hospital's Patient Records Management System 1.0 via the description parameter in room_types. Published:  January 26, 2022; 2:15:08 PM -0500",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2022-22851,"A Stored Cross Site Scripting (XSS) vulnerability exists in Sourcecodtester Hospital's Patient Records Management System 1.0 via the specialization parameter in doctors.php Published:  January 26, 2022; 11:15:07 AM -0500",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-41660,"SQL injection vulnerability in Sourcecodester Patient Appointment Scheduler System v1 by oretnom23, allows attackers to execute arbitrary SQL commands via the username and password fields to login.php. Published:  January 24, 2022; 1:15:07 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-22296,"Sourcecodester Hospital's Patient Records Management System 1.0 is vulnerable to Insecure Permissions via the id parameter in manage_user endpoint. Simply change the value and data of other users can be displayed. Published:  January 24, 2022; 9:15:07 AM -0500",V3.1: 5.3 MEDIUM  V2.0: 5.0 MEDIUM
CVE-2022-23366,"HMS v1.0 was discovered to contain a SQL injection vulnerability via patientlogin.php. Published:  January 21, 2022; 6:15:08 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2021-43552,"The use of a hard-coded cryptographic key significantly increases the possibility encrypted data may be recovered from the Patient Information Center iX (PIC iX) Versions B.02, C.02, and C.03. Published:  December 27, 2021; 2:15:08 PM -0500",V3.1: 5.5 MEDIUM  V2.0: 2.1 LOW
Vuln ID,Summary,CVSS Severity
CVE-2021-43550,"The use of a broken or risky cryptographic algorithm is an unnecessary risk that may result in the exposure of sensitive information, which affects the communications between Patient Information Center iX (PIC iX) Versions C.02 and C.03 and Efficia CM Series Revisions A.01 to C.0x and 4.0. Published:  December 27, 2021; 2:15:08 PM -0500",V3.1: 6.5 MEDIUM  V2.0: 3.3 LOW
CVE-2021-43548,"Patient Information Center iX (PIC iX) Versions C.02 and C.03 receives input or data, but does not validate or incorrectly validates that the input has the properties required to process the data safely and correctly. Published:  December 27, 2021; 2:15:08 PM -0500",V3.1: 6.5 MEDIUM  V2.0: 3.3 LOW
CVE-2021-43630,"Projectworlds Hospital Management System v1.0 is vulnerable to SQL injection via multiple parameters in add_patient.php. As a result, an authenticated malicious user can compromise the databases system and in some cases leverage this vulnerability to get remote code execution on the remote web server. Published:  December 22, 2021; 1:15:07 PM -0500",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2021-22565,"An attacker could prematurely expire a verification code, making it unusable by the patient, making the patient unable to upload their TEKs to generate exposure notifications. We recommend upgrading the Exposure Notification server to V1.1.2 or greater. Published:  December 09, 2021; 8:15:08 AM -0500",V3.1: 6.5 MEDIUM  V2.0: 5.8 MEDIUM
CVE-2021-39416,"Multiple Cross Site Scripting (XSS) vulnerabilities exists in Remote Clinic v2.0 in (1) patients/register-patient.php via the (a) Contact, (b) Email, (c) Weight, (d) Profession, (e) ref_contact, (f) address, (g) gender, (h) age, and (i) serial parameters; in (2) patients/edit-patient.php via the (a) Contact, (b) Email, (c) Weight, Profession, (d) ref_contact, (e) address, (f) serial, (g) age, and (h) gender parameters; in (3) staff/edit-my-profile.php via the (a) Title, (b) First Name, (c) Last Name, (d) Skype, and (e) Address parameters; and in (4) clinics/settings.php via the (a) portal_name, (b) guardian_short_name, (c) guardian_name, (d) opening_time, (e) closing_time, (f) access_level_5, (g) access_level_4, (h) access_level_ 3, (i) access_level_2, (j) access_level_1, (k) currency, (l) mobile_number, (m) address, (n) patient_contact, (o) patient_address, and (p) patient_email parameters. Published:  November 05, 2021; 12:15:07 PM -0400",V3.1: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2021-39411,"Multiple Cross Site Scripting (XSS) vulnerabilities exist in PHPGurukul Hospital Management System 4.0 via the (1) searchdata parameter in (a) doctor/search.php and (b) admin/patient-search.php, and the (2) fromdate and (3) todate parameters in admin/betweendates-detailsreports.php. Published:  November 05, 2021; 11:15:07 AM -0400",V3.1: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2021-36352,"Stored cross-site scripting (XSS) vulnerability in Care2x Hospital Information Management 2.7 Alpha. The vulnerability has found POST requests in /modules/registration_admission/patient_register.php page with ""name_middle"", ""addr_str"", ""station"", ""name_maiden"", ""name_2"", ""name_3"" parameters. Published:  August 26, 2021; 10:15:07 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-38152,"index.php/appointment/insert_patient_add_appointment in Chikitsa Patient Management System 2.0.0 allows XSS. Published:  August 06, 2021; 8:15:07 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-38151,"index.php/appointment/todos in Chikitsa Patient Management System 2.0.0 allows XSS. Published:  August 06, 2021; 8:15:07 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-38149,"index.php/admin/add_user in Chikitsa Patient Management System 2.0.0 allows XSS. Published:  August 06, 2021; 8:15:07 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2020-27231,"A number of exploitable SQL injection vulnerabilities exists in ‘patientslist.do’ page of OpenClinic GA 5.173.3 application. The findDistrict parameter in ‘‘patientslist.do’ page is vulnerable to authenticated SQL injection. An attacker can make an authenticated HTTP request to trigger this vulnerability. Published:  May 10, 2021; 3:15:07 PM -0400",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2020-27230,"A number of exploitable SQL injection vulnerabilities exists in ‘patientslist.do’ page of OpenClinic GA 5.173.3 application. The findSector parameter in ‘‘patientslist.do’ page is vulnerable to authenticated SQL injection An attacker can make an authenticated HTTP request to trigger this vulnerability. Published:  May 10, 2021; 3:15:07 PM -0400",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2020-27229,"A number of exploitable SQL injection vulnerabilities exists in ‘patientslist.do’ page of OpenClinic GA 5.173.3 application. The findPersonID parameter in ‘‘patientslist.do’ page is vulnerable to authenticated SQL injection. An attacker can make an authenticated HTTP request to trigger this vulnerability. Published:  May 10, 2021; 3:15:07 PM -0400",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2021-32104,"A SQL injection vulnerability exists (with user privileges) in interface/forms/eye_mag/save.php in OpenEMR 5.0.2.1. Published:  May 07, 2021; 12:15:07 AM -0400",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2021-32103,"A Stored XSS vulnerability in interface/usergroup/usergroup_admin.php in OpenEMR before 5.0.2.1 allows a admin authenticated user to inject arbitrary web script or HTML via the lname parameter. Published:  May 07, 2021; 12:15:07 AM -0400",V3.1: 4.8 MEDIUM  V2.0: 3.5 LOW
CVE-2021-32102,"A SQL injection vulnerability exists (with user privileges) in library/custom_template/ajax_code.php in OpenEMR 5.0.2.1. Published:  May 07, 2021; 12:15:07 AM -0400",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2021-32101,"The Patient Portal of OpenEMR 5.0.2.1 is affected by a incorrect access control system in portal/patient/_machine_config.php. To exploit the vulnerability, an unauthenticated attacker can register an account, bypassing the permission check of this portal's API. Then, the attacker can then manipulate and read data of every registered patient. Published:  May 07, 2021; 12:15:07 AM -0400",V3.1: 8.2 HIGH  V2.0: 6.4 MEDIUM
CVE-2021-30039,"Cross Site Scripting (XSS) in Remote Clinic v2.0 via the ""Fever"" or ""Blood Pressure"" field on the patients/register-report.php. Published:  April 12, 2021; 8:15:12 PM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-30034,"Cross Site Scripting (XSS) in Remote Clinic v2.0 via the Symptons field on patients/register-report.php. Published:  April 12, 2021; 8:15:12 PM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-30030,"Cross Site Scripting (XSS) in Remote Clinic v2.0 via the Full Name field on register-patient.php. Published:  April 12, 2021; 8:15:12 PM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
Vuln ID,Summary,CVSS Severity
CVE-2021-27124,"SQL injection in the expertise parameter in search_result.php in Doctor Appointment System v1.0 allows an authenticated patient user to dump the database credentials via a SQL injection attack. Published:  February 17, 2021; 11:15:11 PM -0500",V3.1: 6.5 MEDIUM  V2.0: 4.0 MEDIUM
CVE-2020-29139,"A SQL injection vulnerability in interface/main/finder/patient_select.php from library/patient.inc in OpenEMR before 5.0.2.5 allows a remote authenticated attacker to execute arbitrary SQL commands via the searchFields parameter. Published:  February 15, 2021; 4:15:12 PM -0500",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2020-36243,"The Patient Portal of OpenEMR 5.0.2.1 is affected by a Command Injection vulnerability in /interface/main/backup.php. To exploit the vulnerability, an authenticated attacker can send a POST request that executes arbitrary OS commands via shell metacharacters. Published:  February 07, 2021; 3:15:12 PM -0500",V3.1: 8.8 HIGH  V2.0: 9.0 HIGH
CVE-2020-36011,"A cross-site scripting (XSS) issue in Add Patient Form in QDOCS Smart Hospital Management System 3.1 allows a remote attacker to inject arbitrary code via the Name, Guardian Name, Email, Address, Remarks, or Any Known Allergies field. Published:  January 26, 2021; 1:15:55 PM -0500",V3.1: 4.8 MEDIUM  V2.0: 3.5 LOW
CVE-2020-35745,"PHPGURUKUL Hospital Management System V 4.0 does not properly restrict access to admin/dashboard.php, which allows attackers to access all data of users, doctors, patients, change admin password, get appointment history and access all session logs. Published:  January 07, 2021; 4:15:13 PM -0500",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2020-27252,"Medtronic MyCareLink Smart 25000 all versions are vulnerable to a race condition in the MCL Smart Patient Reader software update system, which allows unsigned firmware to be uploaded and executed on the Patient Reader. If exploited an attacker could remotely execute code on the MCL Smart Patient Reader device, leading to control of the device. Published:  December 14, 2020; 3:15:12 PM -0500",V3.1: 8.1 HIGH  V2.0: 9.3 HIGH
CVE-2020-25183,"Medtronic MyCareLink Smart 25000 all versions contain an authentication protocol vuln where the method used to auth between MCL Smart Patient Reader and MyCareLink Smart mobile app is vulnerable to bypass. This vuln allows attacker to use other mobile device or malicious app on smartphone to auth to the patient’s Smart Reader, fools the device into thinking its communicating with the actual smart phone application when executed in range of Bluetooth. Published:  December 14, 2020; 3:15:12 PM -0500",V3.1: 8.8 HIGH  V2.0: 5.8 MEDIUM
CVE-2020-28937,"OpenClinic version 0.8.2 is affected by a missing authentication vulnerability that allows unauthenticated users to access any patient's medical test results, possibly resulting in disclosure of Protected Health Information (PHI) stored in the application, via a direct request for the /tests/ URI. Published:  December 03, 2020; 11:15:12 AM -0500",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-25271,"PHPGurukul hospital-management-system-in-php 4.0 allows XSS via admin/patient-search.php, doctor/search.php, book-appointment.php, doctor/appointment-history.php, or admin/appointment-history.php. Published:  October 08, 2020; 9:15:11 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2020-16224,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. The software parses a formatted message or structure but does not handle or incorrectly handles a length field that is inconsistent with the actual length of the associated data, causing the application on the surveillance station to restart. Published:  September 11, 2020; 10:15:11 AM -0400",V3.1: 6.5 MEDIUM  V2.0: 3.3 LOW
CVE-2020-16220,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. The product receives input that is expected to be well-formed (i.e., to comply with a certain syntax) but it does not validate or incorrectly validates that the input complies with the syntax, causing the certificate enrollment service to crash. It does not impact monitoring but prevents new devices from enrolling. Published:  September 11, 2020; 10:15:11 AM -0400",V3.1: 4.3 MEDIUM  V2.0: 3.3 LOW
CVE-2020-16216,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. The product receives input or data but does not validate or incorrectly validates that the input has the properties required to process the data safely and correctly, which can induce a denial-of-service condition through a system restart. Published:  September 11, 2020; 10:15:11 AM -0400",V3.1: 6.5 MEDIUM  V2.0: 6.1 MEDIUM
CVE-2020-16212,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. The product exposes a resource to the wrong control sphere, providing unintended actors with inappropriate access to the resource. The application on the surveillance station operates in kiosk mode, which is vulnerable to local breakouts that could allow an attacker with physical access to escape the restricted environment with limited privileges. Published:  September 11, 2020; 10:15:11 AM -0400",V3.1: 6.8 MEDIUM  V2.0: 4.6 MEDIUM
CVE-2020-16228,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. The software does not check or incorrectly checks the revocation status of a certificate, which may cause it to use a compromised certificate. Published:  September 11, 2020; 9:15:11 AM -0400",V3.1: 6.4 MEDIUM  V2.0: 5.2 MEDIUM
CVE-2020-16222,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. When an actor claims to have a given identity, the software does not prove or insufficiently proves the claim is correct. Published:  September 11, 2020; 9:15:11 AM -0400",V3.1: 8.8 HIGH  V2.0: 5.8 MEDIUM
CVE-2020-16218,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is then used as a webpage and served to other users. Successful exploitation could lead to unauthorized access to patient data via a read-only web application. Published:  September 11, 2020; 9:15:11 AM -0400",V3.1: 3.5 LOW  V2.0: 2.7 LOW
CVE-2020-16214,"Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, PerformanceBridge Focal Point Version A.01, IntelliVue patient monitors MX100, MX400-MX850, and MP2-MP90 Versions N and prior, IntelliVue X3 and X2 Versions N and prior. The software saves user-provided information into a comma-separated value (CSV) file, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as a command when the file is opened by spreadsheet software. Published:  September 11, 2020; 9:15:11 AM -0400",V3.1: 5.0 MEDIUM  V2.0: 5.8 MEDIUM
CVE-2020-15483,"An issue was discovered on Nescomed Multipara Monitor M1000 devices. The physical UART debug port provides a shell, without requiring a password, with complete access. Published:  August 26, 2020; 12:15:12 PM -0400",V3.1: 6.8 MEDIUM  V2.0: 7.2 HIGH
CVE-2020-15482,"An issue was discovered on Nescomed Multipara Monitor M1000 devices. The device enables an unencrypted TELNET service by default, with a blank password for the admin account. This allows an attacker to gain root access to the device over the local network. Published:  August 26, 2020; 12:15:12 PM -0400",V3.1: 7.8 HIGH  V2.0: 7.2 HIGH
CVE-2020-15484,"An issue was discovered on Nescomed Multipara Monitor M1000 devices. The internal storage of the underlying Linux system stores data in cleartext, without integrity protection against tampering. Published:  August 26, 2020; 11:15:12 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
Vuln ID,Summary,CVSS Severity
CVE-2020-12037,"Baxter PrismaFlex all versions, PrisMax all versions prior to 3.x, The affected devices do not implement data-in-transit encryption (e.g., TLS/SSL) when configured to send treatment data to a PDMS (Patient Data Management System) or an EMR (Electronic Medical Record) system. An attacker could observe sensitive data sent from the device. Published:  June 29, 2020; 10:15:11 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-12036,"Baxter PrismaFlex all versions, PrisMax all versions prior to 3.x, The affected devices do not implement data-in-transit encryption (e.g., TLS/SSL) when configured to send treatment data to a PDMS (Patient Data Management System) or an EMR (Electronic Medical Record) system. An attacker could observe sensitive data sent from the device. Published:  June 29, 2020; 10:15:11 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2019-17197,"OpenEMR through 5.0.2 has SQL Injection in the Lifestyle demographic filter criteria in library/clinical_rules.php that affects library/patient.inc. Published:  October 05, 2019; 3:15:11 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2019-13534,"Philips IntelliVue WLAN, portable patient monitors, WLAN Version A, Firmware A.03.09, WLAN Version A, Firmware A.03.09, Part #: M8096-67501, WLAN Version B, Firmware A.01.09, Part #: N/A (Replaced by Version C) and WLAN Version B, Firmware A.01.09, Part #: N/A (Replaced by Version C). The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code. Published:  September 12, 2019; 4:15:11 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2019-13530,"Philips IntelliVue WLAN, portable patient monitors, WLAN Version A, Firmware A.03.09, WLAN Version A, Firmware A.03.09, Part #: M8096-67501, WLAN Version B, Firmware A.01.09, Part #: N/A (Replaced by Version C) and WLAN Version B, Firmware A.01.09, Part #: N/A (Replaced by Version C). An attacker can use these credentials to login via ftp and upload a malicious firmware. Published:  September 12, 2019; 4:15:11 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2019-3967,"In OpenEMR 5.0.1 and earlier, the patient file download interface contains a directory traversal flaw that allows authenticated attackers to download arbitrary files from the host system. Published:  August 20, 2019; 2:15:12 PM -0400",V3.0: 6.5 MEDIUM  V2.0: 4.0 MEDIUM
CVE-2019-3963,"In OpenEMR 5.0.1 and earlier, controller.php contains a reflected XSS vulnerability in the patient_id parameter. This could allow an attacker to execute arbitrary code in the context of a user's session. Published:  August 20, 2019; 2:15:11 PM -0400",V3.0: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2018-17393,"SQL Injection exists in HealthNode Hospital Management System 1.0 via the id parameter to dashboard/Patient/info.php or dashboard/Patient/patientdetails.php. Published:  June 19, 2019; 1:15:10 PM -0400",V3.0: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2018-18979,"An issue was discovered in the Ascensia Contour NEXT ONE application for Android before 2019-01-15. It has a statically coded initialization vector. Extraction of the initialization vector is necessary for deciphering communications between this application and the backend server. This, in combination with retrieving any user's encrypted data from the Ascensia cloud through another vulnerability, allows an attacker to obtain and modify any patient's medical information. Published:  May 06, 2019; 4:29:00 PM -0400",V3.0: 7.4 HIGH  V2.0: 5.8 MEDIUM
CVE-2018-18978,"An issue was discovered in the Ascensia Contour NEXT ONE application for Android before 2019-01-15. It has a statically coded encryption key. Extraction of the encryption key is necessary for deciphering communications between this application and the backend server. This, in combination with retrieving any user's encrypted data from the Ascensia cloud through another vulnerability, allows an attacker to obtain and modify any patient's medical information. Published:  May 06, 2019; 4:29:00 PM -0400",V3.0: 7.4 HIGH  V2.0: 5.8 MEDIUM
CVE-2018-18977,"An issue was discovered in the Ascensia Contour NEXT ONE application for Android before 2019-01-15. An attacker may reverse engineer the codebase to extract sensitive data that contributes to the disclosure of medical information of patients utilizing the Ascensia platform. This occurs because of weak obfuscation. Published:  May 06, 2019; 4:29:00 PM -0400",V3.0: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2018-19014,"Drager Infinity Delta, Infinity Delta, all versions, Delta XL, all versions, Kappa, all version, and Infinity Explorer C700, all versions. Log files are accessible over an unauthenticated network connection. By accessing the log files, an attacker is able to gain insights about internals of the patient monitor, the location of the monitor, and wired network configuration. Published:  January 28, 2019; 5:29:00 PM -0500",V3.0: 6.5 MEDIUM  V2.0: 3.3 LOW
CVE-2018-19010,"Drager Infinity Delta, Infinity Delta, all versions, Delta XL, all versions, Kappa, all version, and Infinity Explorer C700, all versions. A malformed network packet may cause the monitor to reboot. By repeatedly sending the malformed network packet, an attacker may be able to disrupt patient monitoring by causing the monitor to repeatedly reboot until it falls back to default configuration and loses network connectivity. Published:  January 28, 2019; 5:29:00 PM -0500",V3.0: 6.5 MEDIUM  V2.0: 3.3 LOW
CVE-2018-1000649,"LibreHealthIO lh-ehr version REL-2.0.0 contains a Authenticated Unrestricted File Write in letter.php (2) vulnerability in Patient file letter functions that can result in Write files with malicious content and may lead to remote code execution. This attack appear to be exploitable via User controlled input. Published:  August 20, 2018; 3:31:43 PM -0400",V3.0: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2018-1000648,"LibreHealthIO lh-ehr version REL-2.0.0 contains a Authenticated Unrestricted File Write vulnerability in Patient file letter functions that can result in Write files with malicious content and may lead to remote code execution. This attack appear to be exploitable via User controlled parameters. Published:  August 20, 2018; 3:31:42 PM -0400",V3.0: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2018-15152,"Authentication bypass vulnerability in portal/account/register.php in versions of OpenEMR before 5.0.1.4 allows a remote attacker to access (1) portal/add_edit_event_user.php, (2) portal/find_appt_popup_user.php, (3) portal/get_allergies.php, (4) portal/get_amendments.php, (5) portal/get_lab_results.php, (6) portal/get_medications.php, (7) portal/get_patient_documents.php, (8) portal/get_problems.php, (9) portal/get_profile.php, (10) portal/portal_payment.php, (11) portal/messaging/messages.php, (12) portal/messaging/secure_chat.php, (13) portal/report/pat_ledger.php, (14) portal/report/portal_custom_report.php, or (15) portal/report/portal_patient_report.php without authenticating as a patient. Published:  August 15, 2018; 1:29:01 PM -0400",V3.1: 9.1 CRITICAL  V2.0: 6.4 MEDIUM
CVE-2018-15148,"SQL injection vulnerability in interface/patient_file/encounter/search_code.php in versions of OpenEMR before 5.0.1.4 allows a remote authenticated attacker to execute arbitrary SQL commands via the 'text' parameter. Published:  August 15, 2018; 1:29:01 PM -0400",V3.0: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2018-15142,"Directory traversal in portal/import_template.php in versions of OpenEMR before 5.0.1.4 allows a remote attacker authenticated in the patient portal to execute arbitrary PHP code by writing a file with a PHP extension via the ""docid"" and ""content"" parameters and accessing it in the traversed directory. Published:  August 13, 2018; 2:29:00 PM -0400",V3.0: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2018-15141,"Directory traversal in portal/import_template.php in versions of OpenEMR before 5.0.1.4 allows a remote attacker authenticated in the patient portal to delete arbitrary files via the ""docid"" parameter when the mode is set to delete. Published:  August 13, 2018; 2:29:00 PM -0400",V3.0: 6.5 MEDIUM  V2.0: 5.5 MEDIUM
